no,time,city,brand,production_year,color,km,body_condition,engine_condition,chassis_condition,insurance_time_to_expire,gearbox,fuel_type,price
5421,3/5/2022,Mashhad,PEUGEOT 405 GLX TU5 GAS,1384,نقره ای,350000,رنگ شدگی در ۳ ناحیه,سالم,سالم و پلمپ,11,دنده ای,gasoline,71000000
5422,3/5/2022,Mashhad,PEUGEOT 207i AUTOMATIC,1397,سفید,75000,سالم و بی خط و خش,سالم,سالم و پلمپ,4,اتوماتیک,gasoline,394000000
5423,3/29/2022,Mashhad,PEUGEOT 207i PANAROMA MANUAL,1400,سفید,5000,سالم و بی خط و خش,سالم,سالم و پلمپ,6,دنده ای,gasoline,370000000
5424,4/2/2022,Mashhad,PEUGEOT 405 GLX GAS,1382,یشمی,400000,دوررنگ,سالم,ضربه خورده,10,دنده ای,gasoline,57000000
5425,3/19/2022,Mashhad,PEUGEOT 207i MANUAL,1399,سفید,0,سالم و بی خط و خش,سالم,سالم و پلمپ,6,دنده ای,gasoline,355000000
5426,3/12/2022,Mashhad,PEUGEOT 206 SD V8,1396,سفید,111000,سالم و بی خط و خش,سالم,سالم و پلمپ,3,دنده ای,gasoline,250000000
5427,3/12/2022,Mashhad,PEUGEOT 405 GLX CNG,1393,نقره ای,20000,سالم و بی خط و خش,سالم,سالم و پلمپ,12,دنده ای,CNG,160000000
5428,3/12/2022,Mashhad,PEUGEOT PARS HYBRID,1399,سفید,30000,خط و خش جزیی,سالم,سالم و پلمپ,8,دنده ای,hybrid,310000000
5429,3/5/2022,Mashhad,PEUGEOT PARS LX TU5,1399,سفید,20000,سالم و بی خط و خش,سالم,سالم و پلمپ,6,دنده ای,gasoline,306000000
5430,3/12/2022,Mashhad,PEUGEOT 206 Type 5,1395,سفید,80000,خط و خش جزیی,سالم,سالم و پلمپ,6,دنده ای,gasoline,240000000
5431,3/12/2022,Mashhad,PEUGEOT 405 SLX GAS,1398,سفید,65000,سالم و بی خط و خش,سالم,سالم و پلمپ,12,دنده ای,gasoline,285000000
5432,3/30/2022,Mashhad,PEUGEOT 206 Type 2,1383,قرمز,349000,تمام رنگ,سالم,سالم و پلمپ,3,دنده ای,gasoline,85000000
5433,3/30/2022,Mashhad,PEUGEOT 206 Type 2,1396,قرمز,71000,سالم و بی خط و خش,سالم,سالم و پلمپ,8,دنده ای,gasoline,213000000
5434,3/29/2022,Mashhad,PEUGEOT 405 GLX CNG,1390,نقره ای,280000,خط و خش جزیی,سالم,سالم و پلمپ,3,دنده ای,CNG,138000000
5435,3/30/2022,Mashhad,PEUGEOT 206 Type 2,1396,سفید,100000,سالم و بی خط و خش,سالم,سالم و پلمپ,6,دنده ای,gasoline,205000000
5436,3/26/2022,Mashhad,PEUGEOT 206 Type 1,1381,آلبالویی,65000,تمام رنگ,نیاز به تعمیر,ضربه خورده,4,دنده ای,gasoline,70000000
5437,3/5/2022,Mashhad,PEUGEOT PARS LX TU5,1397,سفید,60000,رنگ شدگی در ۶ ناحیه,سالم,سالم و پلمپ,3,دنده ای,gasoline,240000000
5438,3/30/2022,Mashhad,PEUGEOT 206 Type 2,1397,سفید,34000,سالم و بی خط و خش,سالم,سالم و پلمپ,12,دنده ای,gasoline,228000000
5439,3/5/2022,Mashhad,PEUGEOT 405 SLX GAS,1397,نقره ای,51000,سالم و بی خط و خش,سالم,سالم و پلمپ,1,دنده ای,gasoline,220000000
5440,3/12/2022,Mashhad,PEUGEOT PARS SAL,1400,سفید,50,سالم و بی خط و خش,سالم,سالم و پلمپ,12,دنده ای,gasoline,280000000
5441,3/26/2022,Mashhad,PEUGEOT 405 GL GAS,1384,نوک مدادی,350000,خط و خش جزیی,سالم,ضربه خورده,1,دنده ای,gasoline,75000000
5442,3/19/2022,Mashhad,PEUGEOT PARS SAL,1398,سفید,43000,سالم و بی خط و خش,سالم,سالم و پلمپ,11,دنده ای,gasoline,265000000
5443,3/5/2022,Mashhad,PEUGEOT 405 GLi CNG,1396,نقره ای,150000,سالم و بی خط و خش,سالم,سالم و پلمپ,1,دنده ای,CNG,195000000
5444,3/5/2022,Mashhad,PEUGEOT PARS LX TU5,1400,سفید,6000,سالم و بی خط و خش,سالم,سالم و پلمپ,12,دنده ای,gasoline,329000000
5445,3/28/2022,Mashhad,PEUGEOT 206 SD V8,1398,دلفینی,70000,سالم و بی خط و خش,سالم,سالم و پلمپ,7,دنده ای,gasoline,280000000
5446,3/12/2022,Mashhad,PEUGEOT 206 Type 2,1396,سفید,77000,خط و خش جزیی,سالم,سالم و پلمپ,7,دنده ای,gasoline,196000000
5447,4/2/2022,Mashhad,PEUGEOT 206 Type 2,1383,نقره ای,350000,سالم و بی خط و خش,سالم,سالم و پلمپ,7,دنده ای,gasoline,100000000
5448,3/5/2022,Mashhad,PEUGEOT 405 SLX GAS,1400,سفید,0,سالم و بی خط و خش,سالم,سالم و پلمپ,4,دنده ای,gasoline,308000000
5449,3/29/2022,Mashhad,PEUGEOT RD CNG,1382,یشمی,312000,خط و خش جزیی,سالم,سالم و پلمپ,4,دنده ای,CNG,43500000
5450,4/2/2022,Mashhad,PEUGEOT 405 GLi CNG,1384,مشکی,320000,خط و خش جزیی,سالم,سالم و پلمپ,7,دنده ای,CNG,82000000
5451,3/19/2022,Mashhad,PEUGEOT 405 GLX GAS,1388,نوک مدادی,350000,خط و خش جزیی,نیاز به تعمیر,سالم و پلمپ,12,دنده ای,gasoline,108000000
5452,3/12/2022,Mashhad,PEUGEOT PARS SADE,1393,سفید,138000,سالم و بی خط و خش,سالم,سالم و پلمپ,9,دنده ای,gasoline,200000000
5453,3/27/2022,Mashhad,PEUGEOT 405 SLX GAS,1396,سفید,110000,سالم و بی خط و خش,سالم,سالم و پلمپ,1,دنده ای,gasoline,230000000
5454,3/12/2022,Mashhad,PEUGEOT 405 GL CNG,1389,خاکستری,300000,خط و خش جزیی,سالم,سالم و پلمپ,10,دنده ای,CNG,125000000
5455,3/26/2022,Mashhad,PEUGEOT PARS SAL,1399,سفید,40000,سالم و بی خط و خش,سالم,سالم و پلمپ,12,دنده ای,gasoline,260000000
5456,3/26/2022,Mashhad,PEUGEOT 405 GLX GAS,1397,نوک مدادی,70000,رنگ شدگی در ۱ ناحیه,سالم,سالم و پلمپ,6,دنده ای,gasoline,184000000
5457,3/28/2022,Mashhad,PEUGEOT 206 Type 5,1394,سفید,180000,سالم و بی خط و خش,سالم,ضربه خورده,9,دنده ای,gasoline,185000000
5458,3/12/2022,Mashhad,PEUGEOT PARS HYBRID,1394,آبی,100000,خط و خش جزیی,سالم,سالم و پلمپ,6,دنده ای,hybrid,220000000
5459,3/30/2022,Mashhad,PEUGEOT 405 GL CNG,1388,خاکستری,208000,سالم و بی خط و خش,سالم,سالم و پلمپ,6,دنده ای,CNG,130000000
5460,3/27/2022,Mashhad,PEUGEOT 206 Type 2,1383,نقره ای,300000,سالم و بی خط و خش,سالم,سالم و پلمپ,6,دنده ای,gasoline,91000000
5461,3/12/2022,Mashhad,PEUGEOT 206 SD V8,1394,بنفش,126000,سالم و بی خط و خش,سالم,سالم و پلمپ,4,دنده ای,gasoline,220000000
5462,3/12/2022,Mashhad,PEUGEOT 207i MANUAL,1397,سفید,117000,سالم و بی خط و خش,سالم,سالم و پلمپ,3,دنده ای,gasoline,270000000
5463,3/28/2022,Mashhad,PEUGEOT 206 SD V20,1390,سفید,200000,رنگ شدگی در ۱ ناحیه,سالم,سالم و پلمپ,12,دنده ای,gasoline,162000000
5464,3/12/2022,Mashhad,PEUGEOT 206 Type 2,1395,سفید,120000,دوررنگ,سالم,ضربه خورده,12,دنده ای,gasoline,175000000
5465,3/12/2022,Mashhad,PEUGEOT PARS SAL,1399,نوک مدادی,4000,سالم و بی خط و خش,سالم,سالم و پلمپ,7,دنده ای,gasoline,265000000
5466,3/30/2022,Mashhad,PEUGEOT 405 GLi CNG,1389,نقره ای,232000,صافکاری بی رنگ، در ۱ ناحیه,سالم,سالم و پلمپ,9,دنده ای,CNG,136000000
5467,4/2/2022,Mashhad,PEUGEOT 206 Type 6,1387,سفید,231000,دوررنگ,سالم,سالم و پلمپ,8,اتوماتیک,gasoline,155000000
5468,3/19/2022,Mashhad,PEUGEOT 206 Type 2,1400,سفید,0,سالم و بی خط و خش,سالم,سالم و پلمپ,12,دنده ای,gasoline,265000000
5469,3/19/2022,Mashhad,PEUGEOT 206 Type 5,1394,قرمز,120000,رنگ شدگی در ۱ ناحیه,سالم,سالم و پلمپ,4,دنده ای,gasoline,217000000
5470,3/12/2022,Mashhad,PEUGEOT RD LPG,1378,سبز,190000,رنگ شدگی در ۳ ناحیه,سالم,سالم و پلمپ,11,دنده ای,LPG,32000000
5471,3/12/2022,Mashhad,PEUGEOT 405 SLX GAS,1396,سفید,46000,سالم و بی خط و خش,سالم,سالم و پلمپ,10,دنده ای,gasoline,240000000
5472,3/5/2022,Mashhad,PEUGEOT 405 SLX GAS,1399,سفید,26000,سالم و بی خط و خش,سالم,سالم و پلمپ,9,دنده ای,gasoline,282000000
5473,3/12/2022,Mashhad,PEUGEOT 206 Type 5,1396,سفید,39000,سالم و بی خط و خش,سالم,سالم و پلمپ,12,دنده ای,gasoline,269000000
5474,3/19/2022,Mashhad,PEUGEOT 207i MANUAL,1399,سفید,0,سالم و بی خط و خش,سالم,سالم و پلمپ,7,دنده ای,gasoline,345000000
5475,3/28/2022,Mashhad,PEUGEOT PARS LX TU5,1399,خاکستری,6000,سالم و بی خط و خش,سالم,سالم و پلمپ,10,دنده ای,gasoline,315000000
5476,3/19/2022,Mashhad,PEUGEOT 206 Type 5,1397,سفید,74000,سالم و بی خط و خش,سالم,سالم و پلمپ,10,دنده ای,gasoline,267000000
5477,3/30/2022,Mashhad,PEUGEOT 206 Type 2,1383,بژ,348100,تمام رنگ,سالم,سالم و پلمپ,6,دنده ای,gasoline,80000000
5478,3/19/2022,Mashhad,PEUGEOT 206 Type 5,1394,سفید,97000,رنگ شدگی در ۲ ناحیه,سالم,سالم و پلمپ,9,دنده ای,gasoline,225000000
5479,3/26/2022,Mashhad,PEUGEOT 405 GLX CNG,1389,خاکستری,200000,رنگ شدگی در ۲ ناحیه,سالم,سالم و پلمپ,5,دنده ای,CNG,114000000
5480,3/28/2022,Mashhad,PEUGEOT 207i MANUAL,1396,سفید,97000,سالم و بی خط و خش,سالم,سالم و پلمپ,11,دنده ای,gasoline,288000000
5481,3/26/2022,Mashhad,PEUGEOT 405 GLX CNG,1397,خاکستری,117000,سالم و بی خط و خش,سالم,سالم و پلمپ,7,دنده ای,CNG,230000000
5482,3/19/2022,Mashhad,PEUGEOT 405 GLX GAS,1392,خاکستری,165000,خط و خش جزیی,سالم,سالم و پلمپ,5,دنده ای,gasoline,128000000
5483,3/30/2022,Mashhad,PEUGEOT PARS SAL,1392,سفید,122000,سالم و بی خط و خش,سالم,سالم و پلمپ,2,دنده ای,gasoline,181000000
5484,3/12/2022,Mashhad,PEUGEOT 206 SD V8,1398,سفید,80000,سالم و بی خط و خش,سالم,سالم و پلمپ,6,دنده ای,gasoline,275000000
5485,3/12/2022,Mashhad,PEUGEOT RD CNG,1383,سفید صدفی,371000,دوررنگ,سالم,سالم و پلمپ,12,دنده ای,CNG,42500000
5486,3/12/2022,Mashhad,PEUGEOT RD CNG,1383,یشمی,170000,خط و خش جزیی,سالم,سالم و پلمپ,12,دنده ای,CNG,50000000
5487,3/26/2022,Mashhad,PEUGEOT 405 GLX CNG,1393,دلفینی,150000,رنگ شدگی در ۱ ناحیه,سالم,سالم و پلمپ,5,دنده ای,CNG,165000000
5488,3/27/2022,Mashhad,PEUGEOT 206 Type 2,1400,سفید,4000,سالم و بی خط و خش,سالم,سالم و پلمپ,4,دنده ای,gasoline,260000000
5489,3/26/2022,Mashhad,PEUGEOT 405 GLX CNG,1388,نقره ای,250000,سالم و بی خط و خش,سالم,سالم و پلمپ,3,دنده ای,CNG,125000000
5490,3/26/2022,Mashhad,PEUGEOT 405 GLX GAS,1388,نقره ای,223000,دوررنگ,سالم,سالم و پلمپ,6,دنده ای,gasoline,103000000
5491,3/12/2022,Mashhad,PEUGEOT 405 SLX GAS,1399,سفید,0,سالم و بی خط و خش,سالم,سالم و پلمپ,12,دنده ای,gasoline,288000000
5492,3/19/2022,Mashhad,PEUGEOT PARS LX TU5,1398,خاکستری,64000,سالم و بی خط و خش,سالم,سالم و پلمپ,10,دنده ای,gasoline,300000000
5493,3/12/2022,Mashhad,PEUGEOT 207i MANUAL,1396,سفید,140000,خط و خش جزیی,سالم,سالم و پلمپ,8,دنده ای,gasoline,277000000
5494,4/2/2022,Mashhad,PEUGEOT 405 GLX CNG,1386,نقره ای,400000,رنگ شدگی در ۳ ناحیه,سالم,سالم و پلمپ,9,دنده ای,CNG,97000000
5495,3/26/2022,Mashhad,PEUGEOT ROA HYBRID,1387,نوک مدادی,297000,خط و خش جزیی,سالم,سالم و پلمپ,12,دنده ای,hybrid,73000000
5496,3/19/2022,Mashhad,PEUGEOT ROA HYBRID,1387,نقرآبی,250000,خط و خش جزیی,سالم,سالم و پلمپ,3,دنده ای,hybrid,68000000
5497,3/12/2022,Mashhad,PEUGEOT PARS SAL,1400,سفید,1400,سالم و بی خط و خش,سالم,سالم و پلمپ,11,دنده ای,gasoline,280000000
5498,3/19/2022,Mashhad,PEUGEOT 405 GLi GAS,1392,نقره ای,200000,رنگ شدگی در ۲ ناحیه,سالم,سالم و پلمپ,6,دنده ای,gasoline,133000000
5499,3/5/2022,Mashhad,PEUGEOT 405 GLX CNG,1394,خاکستری,230000,تمام رنگ,سالم,سالم و پلمپ,12,دنده ای,CNG,142000000
5500,3/5/2022,Mashhad,PEUGEOT 405 GLX TU5 GAS,1393,نقره ای,175000,سالم و بی خط و خش,سالم,سالم و پلمپ,10,دنده ای,gasoline,180000000
5501,4/2/2022,Mashhad,PEUGEOT RD CNG,1385,سرمه ای,10000,سالم و بی خط و خش,سالم,سالم و پلمپ,6,دنده ای,CNG,73000000
5502,3/30/2022,Mashhad,PEUGEOT ROA HYBRID,1387,مشکی,350000,سالم و بی خط و خش,سالم,سالم و پلمپ,11,دنده ای,hybrid,77000000
5503,3/5/2022,Mashhad,PEUGEOT PARS LX TU5,1400,سفید,1000,سالم و بی خط و خش,سالم,سالم و پلمپ,4,دنده ای,gasoline,332000000
5504,3/19/2022,Mashhad,PEUGEOT 206 Type 2,1394,سفید,180000,خط و خش جزیی,سالم,سالم و پلمپ,12,دنده ای,gasoline,185000000
5505,3/5/2022,Mashhad,PEUGEOT 206 SD V8,1397,سفید صدفی,85000,رنگ شدگی در ۱ ناحیه,سالم,سالم و پلمپ,12,دنده ای,gasoline,258000000
5506,3/30/2022,Mashhad,PEUGEOT PARS SADE,1396,سفید,200000,سالم و بی خط و خش,سالم,ضربه خورده,3,دنده ای,gasoline,215000000
5507,3/19/2022,Mashhad,PEUGEOT 206 Type 2,1398,نقره ای,35000,سالم و بی خط و خش,سالم,سالم و پلمپ,11,دنده ای,gasoline,235000000
5508,3/26/2022,Mashhad,PEUGEOT 207i PANAROMA MANUAL,1400,سفید,0,سالم و بی خط و خش,سالم,سالم و پلمپ,7,دنده ای,gasoline,370000000
5509,3/12/2022,Mashhad,PEUGEOT 405 GLX CNG,1388,نقره ای,300000,رنگ شدگی در ۱ ناحیه,سالم,سالم و پلمپ,6,دنده ای,CNG,125000000
5510,3/19/2022,Mashhad,PEUGEOT 206 Type 1,1381,مشکی,260000,دوررنگ,سالم,سالم و پلمپ,8,دنده ای,gasoline,120000000
5511,3/12/2022,Mashhad,PEUGEOT 405 GLX CNG,1398,نقره ای,60000,سالم و بی خط و خش,سالم,سالم و پلمپ,7,دنده ای,CNG,238000000
5512,3/26/2022,Mashhad,PEUGEOT PARS SAL,1398,دلفینی,60000,سالم و بی خط و خش,سالم,سالم و پلمپ,8,دنده ای,gasoline,255000000
5513,3/5/2022,Mashhad,PEUGEOT PARS LX TU5,1399,دلفینی,10000,سالم و بی خط و خش,سالم,سالم و پلمپ,4,دنده ای,gasoline,305000000
5514,3/12/2022,Mashhad,PEUGEOT RD GAS,1385,یشمی,230000,خط و خش جزیی,سالم,سالم و پلمپ,4,دنده ای,gasoline,50000000
5515,3/19/2022,Mashhad,PEUGEOT 405 GL CNG,1391,نقره ای,300000,خط و خش جزیی,سالم,سالم و پلمپ,9,دنده ای,CNG,130000000
5516,3/19/2022,Mashhad,PEUGEOT 405 GLX GAS,1396,خاکستری,110000,رنگ شدگی در ۱ ناحیه,سالم,سالم و پلمپ,8,دنده ای,gasoline,190000000
5517,4/2/2022,Mashhad,PEUGEOT PARS SADE,1389,نوک مدادی,247000,رنگ شدگی در ۲ ناحیه,سالم,ضربه خورده,10,دنده ای,gasoline,133000000
5518,3/12/2022,Mashhad,PEUGEOT 206 SD V2,1390,سفید,0,سالم و بی خط و خش,سالم,سالم و پلمپ,5,دنده ای,gasoline,205000000
5519,3/5/2022,Mashhad,PEUGEOT 206 Type 5,1393,سفید,90000,رنگ شدگی در ۲ ناحیه,سالم,سالم و پلمپ,4,دنده ای,gasoline,200000000
5520,3/30/2022,Mashhad,PEUGEOT RD CNG,1382,یشمی,311000,خط و خش جزیی,سالم,سالم و پلمپ,4,دنده ای,CNG,44000000
5521,3/26/2022,Mashhad,PEUGEOT 405 SLX GAS,1398,سفید,35000,سالم و بی خط و خش,سالم,سالم و پلمپ,9,دنده ای,gasoline,270000000
5522,3/19/2022,Mashhad,PEUGEOT PARS SADE,1389,سفید صدفی,100000,سالم و بی خط و خش,سالم,سالم و پلمپ,7,دنده ای,gasoline,175000000
5523,3/26/2022,Mashhad,PEUGEOT RD GAS,1383,یشمی,180000,خط و خش جزیی,سالم,سالم و پلمپ,7,دنده ای,gasoline,63000000
5524,3/27/2022,Mashhad,PEUGEOT 207i MANUAL,1396,سفید,110000,سالم و بی خط و خش,سالم,سالم و پلمپ,4,دنده ای,gasoline,300000000
5525,3/26/2022,Mashhad,PEUGEOT 405 GLX GAS,1381,مشکی,194000,دوررنگ,سالم,سالم و پلمپ,11,دنده ای,gasoline,65000000
5526,3/19/2022,Mashhad,PEUGEOT PARS SAL,1392,سفید,140000,سالم و بی خط و خش,سالم,سالم و پلمپ,9,دنده ای,gasoline,185000000
5527,3/5/2022,Mashhad,PEUGEOT ROA HYBRID,1386,نقره ای,15000,رنگ شدگی در ۱ ناحیه,سالم,سالم و پلمپ,10,دنده ای,hybrid,73000000
5528,4/2/2022,Mashhad,PEUGEOT 206 Type 2,1386,نوک مدادی,250000,رنگ شدگی در ۱ ناحیه,سالم,سالم و پلمپ,6,دنده ای,gasoline,118000000
5529,3/12/2022,Mashhad,PEUGEOT 405 GLi GAS,1385,سفید,266666,تمام رنگ,سالم,ضربه خورده,11,دنده ای,gasoline,75000000
5530,3/5/2022,Mashhad,PEUGEOT 405 GLX CNG,1398,نقره ای,56000,سالم و بی خط و خش,سالم,سالم و پلمپ,3,دنده ای,CNG,245000000
5531,3/29/2022,Mashhad,PEUGEOT 405 GLX CNG,1383,مشکی,417249,خط و خش جزیی,سالم,سالم و پلمپ,12,دنده ای,CNG,85000000
5532,3/26/2022,Mashhad,PEUGEOT 405 SLX GAS,1393,سفید,119000,سالم و بی خط و خش,سالم,سالم و پلمپ,10,دنده ای,gasoline,210000000
5533,3/19/2022,Mashhad,PEUGEOT 206 Type 5,1390,خاکستری,230000,رنگ شدگی در ۱ ناحیه,سالم,سالم و پلمپ,3,دنده ای,gasoline,180000000
5534,3/26/2022,Mashhad,PEUGEOT 206 SD V8,1395,مشکی,174000,خط و خش جزیی,سالم,سالم و پلمپ,11,دنده ای,gasoline,220000000
5535,3/26/2022,Mashhad,PEUGEOT 206 SD V8,1400,سفید,4800,سالم و بی خط و خش,سالم,سالم و پلمپ,10,دنده ای,gasoline,312000000
5536,3/26/2022,Mashhad,PEUGEOT RD CNG,1382,سبز,280000,خط و خش جزیی,سالم,سالم و پلمپ,5,دنده ای,CNG,50000000
5537,3/12/2022,Mashhad,PEUGEOT 405 SLX GAS,1399,سفید,35000,سالم و بی خط و خش,سالم,سالم و پلمپ,7,دنده ای,gasoline,273000000
5538,3/12/2022,Mashhad,PEUGEOT 206 Type 2,1395,سفید,109000,سالم و بی خط و خش,سالم,سالم و پلمپ,8,دنده ای,gasoline,210000000
5539,3/29/2022,Mashhad,PEUGEOT 207i AUTOMATIC,1398,سفید,50,سالم و بی خط و خش,سالم,سالم و پلمپ,12,اتوماتیک,gasoline,485000000
5540,3/26/2022,Mashhad,PEUGEOT 405 GLi CNG,1384,سرمه ای,300000,خط و خش جزیی,سالم,سالم و پلمپ,3,دنده ای,CNG,85000000
5541,3/19/2022,Mashhad,PEUGEOT PARS HYBRID,1389,خاکستری,260721,رنگ شدگی در ۱ ناحیه,سالم,سالم و پلمپ,10,دنده ای,hybrid,162000000
5542,3/29/2022,Mashhad,PEUGEOT PARS SAL,1396,سفید,53000,سالم و بی خط و خش,سالم,سالم و پلمپ,3,دنده ای,gasoline,230000000
5543,3/19/2022,Mashhad,PEUGEOT 206 Type 2,1400,سفید,15000,سالم و بی خط و خش,سالم,سالم و پلمپ,4,دنده ای,gasoline,260000000
5544,3/12/2022,Mashhad,PEUGEOT 405 SLX GAS,1398,سفید,36000,سالم و بی خط و خش,سالم,سالم و پلمپ,12,دنده ای,gasoline,270000000
5545,3/12/2022,Mashhad,PEUGEOT 207i MANUAL,1397,سفید,150000,سالم و بی خط و خش,سالم,سالم و پلمپ,1,دنده ای,gasoline,283000000
5546,3/5/2022,Mashhad,PEUGEOT 206 SD V8,1399,سفید,32000,سالم و بی خط و خش,سالم,سالم و پلمپ,7,دنده ای,gasoline,288000000
5547,3/26/2022,Mashhad,PEUGEOT 405 GLi CNG,1379,سبز,225888,سالم و بی خط و خش,سالم,سالم و پلمپ,12,دنده ای,CNG,58000000
5548,3/29/2022,Mashhad,PEUGEOT ROA SAL HYBRID,1390,نقره ای,285000,سالم و بی خط و خش,سالم,سالم و پلمپ,12,دنده ای,hybrid,109500000
5549,3/26/2022,Mashhad,PEUGEOT PARS AUTOMATIC TU5,1397,سفید,61000,سالم و بی خط و خش,سالم,سالم و پلمپ,12,اتوماتیک,gasoline,330000000
5550,3/29/2022,Mashhad,PEUGEOT PARS SAL,1393,مشکی,16200,خط و خش جزیی,سالم,سالم و پلمپ,2,دنده ای,gasoline,185000000
5551,3/19/2022,Mashhad,PEUGEOT 206 SD V8,1396,سفید,120000,خط و خش جزیی,سالم,سالم و پلمپ,11,دنده ای,gasoline,240000000
5552,4/2/2022,Mashhad,PEUGEOT 206 Type 2,1396,سفید,163000,خط و خش جزیی,سالم,سالم و پلمپ,12,دنده ای,gasoline,210000000
5553,3/12/2022,Mashhad,PEUGEOT 405 GLX GAS,1393,دلفینی,212000,سالم و بی خط و خش,سالم,سالم و پلمپ,7,دنده ای,gasoline,128000000
5554,3/30/2022,Mashhad,PEUGEOT PARS HYBRID,1388,خاکستری,280000,سالم و بی خط و خش,سالم,سالم و پلمپ,5,دنده ای,hybrid,153000000
5555,3/12/2022,Mashhad,PEUGEOT PARS SAL,1396,سفید,10400,سالم و بی خط و خش,سالم,سالم و پلمپ,12,دنده ای,gasoline,231000000
5556,3/19/2022,Mashhad,PEUGEOT 405 GLX GAS,1391,خاکستری,160000,خط و خش جزیی,سالم,سالم و پلمپ,10,دنده ای,gasoline,145000000
5557,3/26/2022,Mashhad,PEUGEOT PARS LX TU5,1396,مشکی,170000,تمام رنگ,سالم,سالم و پلمپ,8,دنده ای,gasoline,230000000
5558,3/19/2022,Mashhad,PEUGEOT 405 GLX CNG,1372,دلفینی,350000,تمام رنگ,سالم,سالم و پلمپ,5,دنده ای,CNG,65000000
5559,3/26/2022,Mashhad,PEUGEOT 405 SLX GAS,1391,سفید,200000,خط و خش جزیی,سالم,سالم و پلمپ,10,دنده ای,gasoline,181000000
5560,3/5/2022,Mashhad,PEUGEOT 405 GLX CNG,1398,نقره ای,62000,سالم و بی خط و خش,سالم,سالم و پلمپ,6,دنده ای,CNG,230000000
5561,3/27/2022,Mashhad,PEUGEOT 405 GLX GAS,1394,خاکستری,130000,رنگ شدگی در ۲ ناحیه,سالم,سالم و پلمپ,9,دنده ای,gasoline,175000000
5562,3/5/2022,Mashhad,PEUGEOT 405 GLX GAS,1393,خاکستری,119000,سالم و بی خط و خش,سالم,سالم و پلمپ,10,دنده ای,gasoline,162000000
5563,3/30/2022,Mashhad,PEUGEOT 405 GLX GAS,1389,نقره ای,280000,خط و خش جزیی,سالم,سالم و پلمپ,9,دنده ای,gasoline,120000000
5564,3/19/2022,Mashhad,PEUGEOT 206 Type 2,1400,سفید,23000,سالم و بی خط و خش,سالم,سالم و پلمپ,12,دنده ای,gasoline,254200000
5565,3/5/2022,Mashhad,PEUGEOT PARS SADE,1379,سفید,440000,سالم و بی خط و خش,سالم,سالم و پلمپ,11,دنده ای,gasoline,103000000
5566,3/29/2022,Mashhad,PEUGEOT 207i MANUAL,1396,سفید,80000,سالم و بی خط و خش,سالم,سالم و پلمپ,6,دنده ای,gasoline,282000000
5567,2/12/2022,Mashhad,PEUGEOT 206 Type 5,1397,سفید,100000,رنگ شدگی در ۲ ناحیه,سالم,سالم و پلمپ,4,دنده ای,gasoline,230000000
5568,3/12/2022,Mashhad,PEUGEOT 206 Type 2,1399,سفید,18500,سالم و بی خط و خش,سالم,سالم و پلمپ,12,دنده ای,gasoline,246600000
5569,3/30/2022,Mashhad,PEUGEOT 206 SD V8,1393,خاکستری,190000,خط و خش جزیی,سالم,سالم و پلمپ,12,دنده ای,gasoline,185000000
5570,3/12/2022,Mashhad,PEUGEOT 405 GLX GAS,1394,نقره ای,129000,خط و خش جزیی,سالم,سالم و پلمپ,1,دنده ای,gasoline,168000000
5571,3/19/2022,Mashhad,PEUGEOT 405 SLX GAS,1397,سفید,90000,سالم و بی خط و خش,سالم,سالم و پلمپ,4,دنده ای,gasoline,239000000
5572,3/26/2022,Mashhad,PEUGEOT 405 GLX GAS,1392,نقره ای,140000,سالم و بی خط و خش,سالم,سالم و پلمپ,8,دنده ای,gasoline,147000000
5573,3/26/2022,Mashhad,PEUGEOT ROA SAL HYBRID,1389,نقره ای,300000,رنگ شدگی در ۱ ناحیه,سالم,سالم و پلمپ,9,دنده ای,hybrid,78000000
5574,3/19/2022,Mashhad,PEUGEOT 207i MANUAL,1399,سفید,27000,سالم و بی خط و خش,سالم,سالم و پلمپ,11,دنده ای,gasoline,333000000
5575,3/26/2022,Mashhad,PEUGEOT 405 GLX CNG,1385,نقره ای,400000,خط و خش جزیی,سالم,سالم و پلمپ,4,دنده ای,CNG,105000000
5576,3/5/2022,Mashhad,PEUGEOT PARS SAL,1395,سفید,114000,سالم و بی خط و خش,سالم,سالم و پلمپ,1,دنده ای,gasoline,218000000
5577,3/12/2022,Mashhad,PEUGEOT 405 GLX GAS,1387,خاکستری,390000,رنگ شدگی در ۱ ناحیه,سالم,سالم و پلمپ,9,دنده ای,gasoline,100000000
5578,3/12/2022,Mashhad,PEUGEOT RD CNG,1385,سبز,300000,صافکاری بی رنگ، در ۱ ناحیه,سالم,سالم و پلمپ,9,دنده ای,CNG,53000000
5579,3/27/2022,Mashhad,PEUGEOT ROA HYBRID,1386,دلفینی,180000,خط و خش جزیی,سالم,سالم و پلمپ,4,دنده ای,hybrid,84000000
5580,3/12/2022,Mashhad,PEUGEOT 405 SLX GAS,1398,سفید,40000,سالم و بی خط و خش,سالم,سالم و پلمپ,12,دنده ای,gasoline,252000000
5581,3/12/2022,Mashhad,PEUGEOT 405 GLX LPG,1383,بژ,88888,تمام رنگ,سالم,ضربه خورده,12,دنده ای,LPG,60000000
